"VAR","Variable","UNIT","Measure","COU","Country","YEA","Year","Value","Flag Codes","Flags"
"RVNURMEG","Remuneration of general practitioners","YSELFPMB","Self-employed, annual income, NCU","BEL","Belgium","2014","2014",100322,"D","Difference in methodology"
"RVNURMEG","Remuneration of general practitioners","YSELFPMB","Self-employed, annual income, NCU","BEL","Belgium","2015","2015",103021,"D","Difference in methodology"
"RVNURMEG","Remuneration of general practitioners","YSELFPMB","Self-employed, annual income, NCU","BEL","Belgium","2016","2016",107124,"D","Difference in methodology"
"RVNURMEG","Remuneration of general practitioners","YSELFPMB","Self-employed, annual income, NCU","BEL","Belgium","2017","2017",108393,"D","Difference in methodology"
"RVNURMEG","Remuneration of general practitioners","YSELFPMB","Self-employed, annual income, NCU","BEL","Belgium","2018","2018",113435,"D","Difference in methodology"
"RVNURMEG","Remuneration of general practitioners","YSELFPMB","Self-employed, annual income, NCU","BEL","Belgium","2019","2019",117110,"D","Difference in methodology"
"RVNURMEG","Remuneration of general practitioners","YSELFPMB","Self-employed, annual income, NCU","BEL","Belgium","2020","2020",119015,"D","Difference in methodology"
"RVNURMED","Remuneration of specialists","YSELFPMB","Self-employed, annual income, NCU","BEL","Belgium","2010","2010",241412,"D","Difference in methodology"
"RVNURMED","Remuneration of specialists","YSELFPMB","Self-employed, annual income, NCU","BEL","Belgium","2011","2011",244924,"D","Difference in methodology"
"RVNURMED","Remuneration of specialists","YSELFPMB","Self-employed, annual income, NCU","BEL","Belgium","2012","2012",254415,"D","Difference in methodology"
"RVNURMED","Remuneration of specialists","YSELFPMB","Self-employed, annual income, NCU","BEL","Belgium","2013","2013",255531,"D","Difference in methodology"
"RVNURMED","Remuneration of specialists","YSELFPMB","Self-employed, annual income, NCU","BEL","Belgium","2014","2014",258259,"D","Difference in methodology"
"RVNURMED","Remuneration of specialists","YSELFPMB","Self-employed, annual income, NCU","BEL","Belgium","2015","2015",256293,"D","Difference in methodology"
"RVNURMED","Remuneration of specialists","YSELFPMB","Self-employed, annual income, NCU","BEL","Belgium","2016","2016",258595,"D","Difference in methodology"
"RVNURMED","Remuneration of specialists","YSELFPMB","Self-employed, annual income, NCU","BEL","Belgium","2017","2017",258755,"D","Difference in methodology"
"RVNURMED","Remuneration of specialists","YSELFPMB","Self-employed, annual income, NCU","BEL","Belgium","2018","2018",260879,"D","Difference in methodology"
"RVNURMED","Remuneration of specialists","YSELFPMB","Self-employed, annual income, NCU","BEL","Belgium","2019","2019",266243,"D","Difference in methodology"
"RVNURMED","Remuneration of specialists","YSELFPMB","Self-employed, annual income, NCU","BEL","Belgium","2020","2020",248238,"D","Difference in methodology"
"RVNURMEG","Remuneration of general practitioners","YSELFPMB","Self-employed, annual income, NCU","CAN","Canada","2010","2010",165379,"E","Estimated value"
"RVNURMEG","Remuneration of general practitioners","YSELFPMB","Self-employed, annual income, NCU","CAN","Canada","2011","2011",168932,"E","Estimated value"
"RVNURMEG","Remuneration of general practitioners","YSELFPMB","Self-employed, annual income, NCU","CAN","Canada","2012","2012",190731.2,"E; B","Estimated value; Break"
"RVNURMEG","Remuneration of general practitioners","YSELFPMB","Self-employed, annual income, NCU","CAN","Canada","2013","2013",191662.11,"E","Estimated value"
"RVNURMEG","Remuneration of general practitioners","YSELFPMB","Self-employed, annual income, NCU","CAN","Canada","2014","2014",193732.33,"E","Estimated value"
"RVNURMEG","Remuneration of general practitioners","YSELFPMB","Self-employed, annual income, NCU","CAN","Canada","2015","2015",195568.81,"E","Estimated value"
"RVNURMEG","Remuneration of general practitioners","YSELFPMB","Self-employed, annual income, NCU","CAN","Canada","2016","2016",196995,"E","Estimated value"
"RVNURMEG","Remuneration of general practitioners","YSELFPMB","Self-employed, annual income, NCU","CAN","Canada","2017","2017",198275.54,"E","Estimated value"
"RVNURMEG","Remuneration of general practitioners","YSELFPMB","Self-employed, annual income, NCU","CAN","Canada","2018","2018",198144.86,"E","Estimated value"
"RVNURMEG","Remuneration of general practitioners","YSELFPMB","Self-employed, annual income, NCU","CAN","Canada","2019","2019",202258.78,"E","Estimated value"
"RVNURMED","Remuneration of specialists","YSELFPMB","Self-employed, annual income, NCU","CAN","Canada","2010","2010",259429,"E","Estimated value"
"RVNURMED","Remuneration of specialists","YSELFPMB","Self-employed, annual income, NCU","CAN","Canada","2011","2011",271302,"E","Estimated value"
"RVNURMED","Remuneration of specialists","YSELFPMB","Self-employed, annual income, NCU","CAN","Canada","2012","2012",288347.3,"E; B","Estimated value; Break"
"RVNURMED","Remuneration of specialists","YSELFPMB","Self-employed, annual income, NCU","CAN","Canada","2013","2013",299207.55,"E","Estimated value"
"RVNURMED","Remuneration of specialists","YSELFPMB","Self-employed, annual income, NCU","CAN","Canada","2014","2014",302121.48,"E","Estimated value"
"RVNURMED","Remuneration of specialists","YSELFPMB","Self-employed, annual income, NCU","CAN","Canada","2015","2015",307210.27,"E","Estimated value"
"RVNURMED","Remuneration of specialists","YSELFPMB","Self-employed, annual income, NCU","CAN","Canada","2016","2016",310051.22,"E","Estimated value"
"RVNURMED","Remuneration of specialists","YSELFPMB","Self-employed, annual income, NCU","CAN","Canada","2017","2017",315935.04,"E","Estimated value"
"RVNURMED","Remuneration of specialists","YSELFPMB","Self-employed, annual income, NCU","CAN","Canada","2018","2018",319813.85,"E","Estimated value"
"RVNURMED","Remuneration of specialists","YSELFPMB","Self-employed, annual income, NCU","CAN","Canada","2019","2019",323058.15,"E","Estimated value"
"RVNURMEG","Remuneration of general practitioners","YSELFPMB","Self-employed, annual income, NCU","DNK","Denmark","2011","2011",1065164,,
"RVNURMEG","Remuneration of general practitioners","YSELFPMB","Self-employed, annual income, NCU","FRA","France","2011","2011",101800,"E","Estimated value"
"RVNURMEG","Remuneration of general practitioners","YSELFPMB","Self-employed, annual income, NCU","FRA","France","2014","2014",106000,"E","Estimated value"
"RVNURMEG","Remuneration of general practitioners","YSELFPMB","Self-employed, annual income, NCU","FRA","France","2017","2017",112800,"E","Estimated value"
"RVNURMED","Remuneration of specialists","YSELFPMB","Self-employed, annual income, NCU","FRA","France","2011","2011",170300,"E","Estimated value"
"RVNURMED","Remuneration of specialists","YSELFPMB","Self-employed, annual income, NCU","FRA","France","2014","2014",177200,"E","Estimated value"
"RVNURMED","Remuneration of specialists","YSELFPMB","Self-employed, annual income, NCU","FRA","France","2017","2017",191500,"E","Estimated value"
"RVNURMEG","Remuneration of general practitioners","YSELFPMB","Self-employed, annual income, NCU","DEU","Germany","2011","2011",138000,,
"RVNURMEG","Remuneration of general practitioners","YSELFPMB","Self-employed, annual income, NCU","DEU","Germany","2015","2015",167000,,
"RVNURMEG","Remuneration of general practitioners","YSELFPMB","Self-employed, annual income, NCU","DEU","Germany","2019","2019",188000,,
"RVNURMED","Remuneration of specialists","YSELFPMB","Self-employed, annual income, NCU","DEU","Germany","2011","2011",181000,,
"RVNURMED","Remuneration of specialists","YSELFPMB","Self-employed, annual income, NCU","DEU","Germany","2015","2015",204000,,
"RVNURMED","Remuneration of specialists","YSELFPMB","Self-employed, annual income, NCU","DEU","Germany","2019","2019",230000,,
"RVNURMEG","Remuneration of general practitioners","YSELFPMB","Self-employed, annual income, NCU","IRL","Ireland","2010","2010",151517,,
"RVNURMEG","Remuneration of general practitioners","YSELFPMB","Self-employed, annual income, NCU","IRL","Ireland","2011","2011",144419,,
"RVNURMEG","Remuneration of general practitioners","YSELFPMB","Self-employed, annual income, NCU","IRL","Ireland","2012","2012",118677,"B","Break"
"RVNURMEG","Remuneration of general practitioners","YSELFPMB","Self-employed, annual income, NCU","IRL","Ireland","2013","2013",115940,,
"RVNURMEG","Remuneration of general practitioners","YSELFPMB","Self-employed, annual income, NCU","IRL","Ireland","2014","2014",117668,,
"RVNURMEG","Remuneration of general practitioners","YSELFPMB","Self-employed, annual income, NCU","IRL","Ireland","2015","2015",116195,,
"RVNURMEG","Remuneration of general practitioners","YSELFPMB","Self-employed, annual income, NCU","IRL","Ireland","2016","2016",127234,,
"RVNURMEG","Remuneration of general practitioners","YSELFPMB","Self-employed, annual income, NCU","IRL","Ireland","2017","2017",131184,,
"RVNURMEG","Remuneration of general practitioners","YSELFPMB","Self-employed, annual income, NCU","IRL","Ireland","2018","2018",131000,,
"RVNURMEG","Remuneration of general practitioners","YSELFPMB","Self-employed, annual income, NCU","KOR","Korea","2010","2010",95936619,,
"RVNURMEG","Remuneration of general practitioners","YSELFPMB","Self-employed, annual income, NCU","KOR","Korea","2011","2011",100663061,,
"RVNURMEG","Remuneration of general practitioners","YSELFPMB","Self-employed, annual income, NCU","KOR","Korea","2012","2012",103161916,,
"RVNURMEG","Remuneration of general practitioners","YSELFPMB","Self-employed, annual income, NCU","KOR","Korea","2013","2013",109760336,,
"RVNURMEG","Remuneration of general practitioners","YSELFPMB","Self-employed, annual income, NCU","KOR","Korea","2014","2014",116292442,,
"RVNURMEG","Remuneration of general practitioners","YSELFPMB","Self-employed, annual income, NCU","KOR","Korea","2015","2015",115650236,,
"RVNURMEG","Remuneration of general practitioners","YSELFPMB","Self-employed, annual income, NCU","KOR","Korea","2016","2016",119185227,,
"RVNURMEG","Remuneration of general practitioners","YSELFPMB","Self-employed, annual income, NCU","KOR","Korea","2017","2017",122472284,,
"RVNURMEG","Remuneration of general practitioners","YSELFPMB","Self-employed, annual income, NCU","KOR","Korea","2018","2018",128829170,,
"RVNURMEG","Remuneration of general practitioners","YSELFPMB","Self-employed, annual income, NCU","KOR","Korea","2019","2019",139576268,,
"RVNURMEG","Remuneration of general practitioners","YSELFPMB","Self-employed, annual income, NCU","KOR","Korea","2020","2020",128650873,,
"RVNURMED","Remuneration of specialists","YSELFPMB","Self-employed, annual income, NCU","KOR","Korea","2010","2010",166062189,,
"RVNURMED","Remuneration of specialists","YSELFPMB","Self-employed, annual income, NCU","KOR","Korea","2011","2011",186239345,,
"RVNURMED","Remuneration of specialists","YSELFPMB","Self-employed, annual income, NCU","KOR","Korea","2012","2012",194579902,,
"RVNURMED","Remuneration of specialists","YSELFPMB","Self-employed, annual income, NCU","KOR","Korea","2013","2013",203875262,,
"RVNURMED","Remuneration of specialists","YSELFPMB","Self-employed, annual income, NCU","KOR","Korea","2014","2014",216730778,,
"RVNURMED","Remuneration of specialists","YSELFPMB","Self-employed, annual income, NCU","KOR","Korea","2015","2015",227702132,,
"RVNURMED","Remuneration of specialists","YSELFPMB","Self-employed, annual income, NCU","KOR","Korea","2016","2016",248863112,,
"RVNURMED","Remuneration of specialists","YSELFPMB","Self-employed, annual income, NCU","KOR","Korea","2017","2017",265748614,,
"RVNURMED","Remuneration of specialists","YSELFPMB","Self-employed, annual income, NCU","KOR","Korea","2018","2018",288145398,,
"RVNURMED","Remuneration of specialists","YSELFPMB","Self-employed, annual income, NCU","KOR","Korea","2019","2019",316722214,,
"RVNURMED","Remuneration of specialists","YSELFPMB","Self-employed, annual income, NCU","KOR","Korea","2020","2020",293452214,,
"RVNURMEG","Remuneration of general practitioners","YSELFPMB","Self-employed, annual income, NCU","LUX","Luxembourg","2010","2010",138902,"E","Estimated value"
"RVNURMEG","Remuneration of general practitioners","YSELFPMB","Self-employed, annual income, NCU","LUX","Luxembourg","2011","2011",152371,"E","Estimated value"
"RVNURMEG","Remuneration of general practitioners","YSELFPMB","Self-employed, annual income, NCU","LUX","Luxembourg","2012","2012",157539,"E","Estimated value"
"RVNURMEG","Remuneration of general practitioners","YSELFPMB","Self-employed, annual income, NCU","LUX","Luxembourg","2013","2013",156198,"E","Estimated value"
"RVNURMEG","Remuneration of general practitioners","YSELFPMB","Self-employed, annual income, NCU","LUX","Luxembourg","2014","2014",167553,"E","Estimated value"
"RVNURMEG","Remuneration of general practitioners","YSELFPMB","Self-employed, annual income, NCU","LUX","Luxembourg","2015","2015",169181,"E","Estimated value"
"RVNURMED","Remuneration of specialists","YSELFPMB","Self-employed, annual income, NCU","LUX","Luxembourg","2010","2010",298917,"E","Estimated value"
"RVNURMED","Remuneration of specialists","YSELFPMB","Self-employed, annual income, NCU","LUX","Luxembourg","2011","2011",316192,"E","Estimated value"
"RVNURMED","Remuneration of specialists","YSELFPMB","Self-employed, annual income, NCU","LUX","Luxembourg","2012","2012",338531,"E","Estimated value"
"RVNURMED","Remuneration of specialists","YSELFPMB","Self-employed, annual income, NCU","LUX","Luxembourg","2013","2013",348466,"E","Estimated value"
"RVNURMED","Remuneration of specialists","YSELFPMB","Self-employed, annual income, NCU","LUX","Luxembourg","2014","2014",363655,"E","Estimated value"
"RVNURMED","Remuneration of specialists","YSELFPMB","Self-employed, annual income, NCU","LUX","Luxembourg","2015","2015",362207,"E","Estimated value"
"RVNURMEG","Remuneration of general practitioners","YSELFPMB","Self-employed, annual income, NCU","NLD","Netherlands","2010","2010",120900,"E","Estimated value"
"RVNURMEG","Remuneration of general practitioners","YSELFPMB","Self-employed, annual income, NCU","NLD","Netherlands","2011","2011",124500,"E","Estimated value"
"RVNURMEG","Remuneration of general practitioners","YSELFPMB","Self-employed, annual income, NCU","NLD","Netherlands","2012","2012",117000,"E","Estimated value"
"RVNURMEG","Remuneration of general practitioners","YSELFPMB","Self-employed, annual income, NCU","NLD","Netherlands","2013","2013",111100,"E","Estimated value"
"RVNURMEG","Remuneration of general practitioners","YSELFPMB","Self-employed, annual income, NCU","NLD","Netherlands","2014","2014",113200,"E","Estimated value"
